Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 28 - Flight of the Prince.txt,"Harry Potter, Albus Dumbledore",Betrayal,0.7,"Harry turned the locket over in his hands. This was neither as large as the locket he remembered seeing in the Pensieve  nor were there any markings upon it  no sign of the ornate S that was supposed to be Slytherins mark."""
Chapter 28 - Flight of the Prince.txt,"Harry Potter, Dark Lord",Fear,0.9,Harry felt a searing pain in his scar; he almost screamed  and for a second he felt an overwhelming desire to stand and confront the source of the pain  to strike out  to find and kill...
Chapter 28 - Flight of the Prince.txt,"Harry Potter, Regulus Arcturus Black",Gratitude,1.0,I thank you for your efforts to help me  even if it cost you your life.
Chapter 13 - The secret riddle.txt,"Harry Potter, Albus Dumbledore",Surprise,0.7,"You will?"" said Harry  startled"
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Harry Potter",Happy,0.7,Good afternoon. I have an appointment with a Mrs. Cole  who  I believe  is the matron here?
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Happy,0.8,"Good afternoon "" said Dumbledore  holding out his hand. Mrs. Cole simply gaped."
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Surprise,1.0,"Oh yes. Well ?well then ?you'd better come into my room. Yes."""
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Gratitude,0.9,"I am here  as I told you in my letter  to discuss Tom Riddle and arrangements for his future."""
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Curious,0.8,"Are you family?"" asked Mrs. Cole."
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Friendly,0.9,"No  I am a teacher "" said Dumbledore. ""I have come to offer Tom a place at my school."""
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Interested,0.7,"What school's this  then?"""
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Friendly,0.9,"It is called Hogwarts "" said Dumbledore."
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Interested,0.8,"And how come you're interested in Tom?"""
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Friendly,0.9,We believe he has qualities we are looking for.
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Friendship,0.9,Well  I was wondering whether you could tell me anything of Tom Riddle's history? I think he was born here in the orphanage?
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Gratitude,0.7,"Thank you very much "" said Dumbledore  beaming"
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Friendship,0.9,I remember she said to me  'I hope he looks like his papa ' and I won't lie  she was right to hope it  because she was no beauty ?
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Happy,1.0,"That seems perfectly in order "" she said placidly  handing it back."
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Friendship,0.9,Er ?may I offer you a glass of gin?
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Friendship,0.8,"Mrs. Cole pulled up short  and there was nothing blurry or vague about the inquisitorial glance she shot Dumbledore over her gin glass."""
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Gratitude,0.8,"You'll be taking him away  whatever?"""
Chapter 13 - The secret riddle.txt,"Mrs. Cole, Albus Dumbledore",Trust,0.9,"Apparently she decided she could  because she said in a sudden rush  'He scares the other children.'"""
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Mrs. Cole",Understanding,0.7,You mean he is a bully?
Chapter 13 - The secret riddle.txt,"TomRiddle, Albus Dumbledore",Friendship,0.5,"How do you do  Tom?"" said Dumbledore  walking forward and holding out his hand"
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Surprise,1.0,You can't kid me! The asylum  that's where you're from  isn't it? 'Professor ' yes  of course ?well  I'm not going  see? That old cat's the one who should be in the asylum. I never did anything to little Amy Benson or Dennis Bishop  and you can ask them  they'll tell you!
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Fear,0.9,You can't kid me! The asylum  that's where you're from  isn't it? 'Professor ' yes  of course ?well  I'm not going  see? That old cat's the one who should be in the asylum. I never did anything to little Amy Benson or Dennis Bishop  and you can ask them  they'll tell you!
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Patience,0.8,"I am not from the asylum "" said Dumbledore patiently. ""I am a teacher and  if you will sit down calmly  I shall tell you about Hogwarts. Of course  if you would rather not come to the school  nobody will force you ?quot;"
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Anger,1.0,'Professor ' yes  of course ?well  I'm not going  see? That old cat's the one who should be in the asylum. I never did anything to little Amy Benson or Dennis Bishop  and you can ask them  they'll tell you!
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Surprise,0.9,"Hogwarts "" Dumbledore went on  as though he had not heard Riddle's last words  ""is a school for people with special abilities ?quot;"
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Fear,0.8,I'm not mad!
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Patience,0.9,I know that you are not mad. Hogwarts is not a school for mad people. It is a school of magic.
Chapter 13 - The secret riddle.txt,"Harry Potter, Tom Riddle",Fear,1.0,Then you will address me as 'Professor' or 'sir.'
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Fear,1.0,I'm sorry  sir. I meant ?please  Professor  could you show me ??
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Surprise,1.0,To his great surprise  however  Dumbledore drew his wand from an inside pocket of his suit jacket  pointed it at the shabby wardrobe in the corner  and gave the wand a casual flick.
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Anger,1.0,Riddle jumped to his feet; Harry could hardly blame him for howling in shock and rage; all his worldly possessions must be in there. But even as Riddle rounded on Dumbledore  the flames vanished  leaving the wardrobe completely undamaged.
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Greed,1.0,Riddle stared from the wardrobe to Dumbledore; then  his expression greedy  he pointed at the wand.
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Fear,1.0,"Is there anything in that box that you ought not to have?"""
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Fear,1.0,"Open it "" said Dumbledore"
Chapter 13 - The secret riddle.txt,"Harry Potter, Tom Riddle",Surprise,0.5,"You dislike the name 'Tom'?"""
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Respect,0.8,Yes  sir.
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Appreciation,0.9,You're coming with me?
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Affection,0.7,Certainly  if you...
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Friendship,0.3,"All the details are on the second piece of parchment in your envelope "" said Dumbledore"
Chapter 13 - The secret riddle.txt,"Tom Riddle, Albus Dumbledore",Gratitude,0.6,I can speak to snakes. I found out when we've been to the country on trips ?they find me  they whisper to me. Is that normal for a wizard?
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Tom Riddle",Surprise,0.8,"It is unusual "" said Dumbledore  after a moment's hesitation  ""but not unheard of."
Chapter 13 - The secret riddle.txt,"Harry Potter, Albus Dumbledore",Friendship,0.3,"He believed it much quicker than I did ?I mean  when you told him he was a wizard "" said Harry. ""I didn't believe Hagrid at first  when he told me."
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Harry Potter",Friendship,0.5,"Yes  Riddle was perfectly ready to believe that he was ?to use his word ?'special '"" said Dumbledore"
Chapter 13 - The secret riddle.txt,"Harry Potter, Albus Dumbledore",Curiosity,0.7,"Did you know ?then?"" asked Harry"
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Harry Potter",Friendship,0.6,I trust that you also noticed that Tom Riddle was already highly self-sufficient  secretive  and  apparently  friendless? He did not want help or companionship on his trip to Diagon Alley. He preferred to operate alone. The adult Voldemort is the same. You will hear many of his Death Eaters claiming that they are in his confidence  that they alone are close to him  even understand him. They are deluded. Lord Voldemort has never had a friend  nor do I believe that he has ever wanted one.
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.9,And now  it really is time for bed.
Chapter 13 - The secret riddle.txt,"Albus Dumbledore, Harry Potter",Friendship,0.9,"Yes  Harry?"" said Dumbledore  for Harry had come to a halt."
Chapter 13 - The secret riddle.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.9,"The ring's gone "" said Harry  looking around. ""But I thought I you might have the mouth organ or something."
Chapter 24 - Sectumsempra.txt,"Lavender Brown, Ron Weasley",Anger,1.0,Lavender Brown  Harry noticed  glared at Hermione from a neighboring table through very red eyes  and Hermione immediately let go of Rons arm.
Chapter 24 - Sectumsempra.txt,"Ron Weasley, Lavender Brown",Guilt,0.8,"Ron looked immensely guilty and turned his back on her."""
Chapter 24 - Sectumsempra.txt,"Ron Weasley, Harry Potter",Friendship,0.8,"Oh yeah "" said Ron  looking down at his shoulders in vague surprise. ""Sorry... looks like we've all got horrible dandruff now. ..."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Hermione Granger",Friendship,0.6,"Ah "" said Harry. ""Well �� you don't mind it's over  do you?"""
Chapter 24 - Sectumsempra.txt,"Ron Weasley, Hermione Granger",Friendship,0.9,"Coward "" said Hermione  though she looked amused."
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter",Friendship,0.7,"Well  it was a bad night for romance all around. Ginny and Dean split up too  Harry."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Hermione Granger",Surprise,0.9,"How come?"""
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter",Friendship,0.8,"Oh  something really silly . . . She said he was always trying to help her through the portrait hole  like she couldn't climb in herself . . ."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Dean",Friendship,0.7,"Of course  this puts you in a bit of a dilemma  doesn't it?"" said Hermione"
Chapter 24 - Sectumsempra.txt,"Ron Weasley, Hermione Granger",Friendship,1.0,It's a nice day.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Katie",Romance,0.2,Listen  Katie . . . that necklace . . . can you remember who gave it to you now?
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter, Ron Weasley",Friendship,0.7,"So it must have been a girl or a woman who gave Katie the necklace "" said Hermione  ""to be in the ladies' bathroom."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Hermione Granger, Ron Weasley",Friendship,0.9,"I think I'm going to take another swig of Felix "" said Harry  ""and have a go at the Room of Requirement again."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Fear,1.0,"Don't. . . tell me what's wrong ... I can help you. . . ."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Surprise,1.0,"Malfoy wheeled around  drawing his wand. Instinctively  Harry pulled out his own."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Anger,1.0,"Malfoy blocked the jinx and raised his wand for another"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Fear,1.0,"Cruci ��"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Disgust,1.0,"Blood spurted from Malfoy's face and chest as though he had been slashed with an invisible sword."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Draco Malfoy",Guilt,1.0,No �� I didn't ��
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,1.0,Harry looked up  terrified: Snape had burst into the room  his face livid.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Anger,1.0,Pushing Harry roughly aside  he knelt over Malfoy  drew his wand  and traced it over the deep wounds Harry's curse had made  muttering an incantation that sounded almost like song.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Gratitude,0.3,When Snape had performed his countercurse for the third time  he half-lifted Malfoy into a standing position.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Betrayal,1.0,It did not occur to Harry for a second to disobey. He stood up slowly  shaking  and looked down at the wet floor.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Guilt,1.0,"I didn't mean it to happen "" said Harry at once. His voice echoed in the cold  watery space."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Disgust,0.9,"Liar "" said Snape. Harry's throat went dry. He knew what Snape was going to do and he had never been able to prevent it."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ron Weasley",Friendship,1.0,Harry asked Ron for his Potions book quickly.
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,1.0," Harry had to hand over his schoolbag to Snape."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, The Room of Requirement",Gratitude,0.5,"Harry was thankful to find the Room of Requirement."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,0.9,"Yes "" said Harry  still breathing hard."
Chapter 24 - Sectumsempra.txt,"Severus Snape, Harry Potter",Anger,0.8,"You're quite sure of that  are you  Potter?"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,0.7,"Yes "" said Harry  with a touch more defiance."
Chapter 24 - Sectumsempra.txt,"Severus Snape, Harry Potter",Anger,0.6,"This is the copy of Advanced Potion-Making that you purchased from Flourish and Blotts?"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,0.5,"Yes "" said Harry firmly."
Chapter 24 - Sectumsempra.txt,"Severus Snape, Harry Potter",Anger,0.4,"Then why "" asked Snape  ""does it have the name 'Roonil Wazlib' written inside the front cover?"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,0.3,"That's my nickname "" he said."
Chapter 24 - Sectumsempra.txt,"Severus Snape, Harry Potter",Anger,0.2,"Your nickname "" repeated Snape."
Chapter 24 - Sectumsempra.txt,"Harry Potter, Severus Snape",Fear,0.1,"Yeah . . . that's what my friends call me "" said Harry."
Chapter 24 - Sectumsempra.txt,"Severus Snape, Harry Potter",Anger,0.0,"Do you know what I think  Potter?"" said Snape  very quietly"
Chapter 24 - Sectumsempra.txt,"Harry Potter, Hermione Granger",Envy,0.7,"Harry  you're actually defending that book!"""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ron Weasley",Anger,0.9,"Will you stop harping on about the book!"""
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Ron Weasley",Anger,0.6,"I don't believe this. You're actually defending..."""
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ginny",Apprehension,0.7,"The thought went through Harry like an icy knife..."""
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter",Disapproval,0.8,"Are you telling me that you're going to go back..."""
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter",Envy,0.5,And get the book? Yeah  I am...
Chapter 24 - Sectumsempra.txt,"Ginny, Hermione Granger",Happy,1.0,"Give it a rest  Hermione!"" said Ginny  and Harry was so amazed  so grateful  he looked up. "
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Ginny",Anger,1.0,"Oh  don't start acting as though you understand Quidditch "" snapped Ginny  ""you'll only embarrass yourself."" "
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ron Weasley",Surprise,0.5,on looked nervously at Harry  then snatched up a book at random and hid behind it. 
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Ginny",Disgust,1.0,"Well  of course I'm glad Harry wasn't cursed!"" said Hermione  clearly stung. "
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ron Weasley",Fear,0.7,arry and Ron stared: Hermione and Ginny  who had always got on together very well  were now sitting with their arms folded  glaring in opposite directions. 
Chapter 24 - Sectumsempra.txt,"Harry Potter, Ron Weasley",Surprise,0.5,arry  however  little though he knew he deserved it  felt unbelievably cheerful all of a sudden  even though none of them spoke again for the rest of the evening
Chapter 24 - Sectumsempra.txt,"Ron Weasley, Harry Potter",Friendship,0.6,"For a fraction of a second they looked at each other  then Ron gave a tiny jerk of the head that Harry understood to mean  Well��if you must."""
Chapter 24 - Sectumsempra.txt,"Hermione Granger, Harry Potter",Gratitude,0.9,Hermione was beaming  but Harry's eyes sought Ron.
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Lavender Brown",Romance,0.7,Ron was taking a defensive and resentful tone after Lavender started to show an interest in him.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.9,Harry pretended to be absorbed in the book they were supposed to have read before Charms next morning  determined as he was to remain friends with both Ron and Hermione.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,1.0,"He's at perfect liberty to kiss whomever he likes "" said Hermione "
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Madam Pince",Fear,0.5,"while the librarian   Madam Pince  prowled the shelves behind them."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.5,"Harry said nothing. He thought his voice might soon vanish from the lack of use."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Surprise,0.7,"And incidentally "" said Hermione  after a few moments  ""you need to be careful."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Anger,0.5,"For the last time "" said Harry  speaking in a slightly hoarse tone after three-quarters of an ho u r of silence  ""I am not giving back this book ."
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.5,"I'm not talking about your stupid so-called prince "" said Hermione   giving his book a nasty look as though it had been rude to her."
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.8,"They didn't have the potions with them in the bathroom "" said Hermione scornfully  ""They were just discussing tactics."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Gratitude,1.0,It's tomor r ow night  they're getting desperate.
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Friendship,0.6,"Well  just be careful what you drink  because Romilda Vane looked like she meant business."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Envy,0.8,"But I thought all the owls were being searched. So how come these girls are able to bring love potions into the school?"""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Gratitude,0.9,You know a lot about it.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Disgust,0.6,"It was all on the back of the bottles they showed Ginny and me in the summer "" she said coldly  ""I don't go around putting potions in people's drinks... or pretending too eit h er  which is just as bad..."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Envy,0.3,"Easy for you to say "" muttered Harry  thinking of Romilda Vane"
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Anger,1.0,She'll ban you from the library if you're not careful. Why did you have to bring that stupid book?
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Amusement,0.7,Oh  ha ha..
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendly,0.9,Enjoying the fact that they could speak normally again  they made their way along the deserted lamp-lit corridors back to the common room  arguing w hether or not Filch and Madam Pince were secretly in love with each other.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Romilda Vane",Friendly,0.7,"Hi  Harry!"" said Romilda Vane  the moment he had climbed through the portrait hole."
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Amusement,0.5,Fancy a gillywater?
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Amusement,0.6,"Hermione gave him a ""what-did-I-tell-you?"" look over her shoulder."
Chapter 15 - The Unbreakable Vow.txt,"Romilda, Harry Potter",Sad,0.5,"No thanks "" said Harry quickly. ""I don't like it much."
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Gratitude,0.7,"Well  good night  Harry"" said Hermione  though it was only seven o'clock in the evening  and she left for the girl s' dormitory without another word"
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Lavender Brown",Romance,1.0,But her face suddnly turned blank; she had just spotted Ron and Lavender  who were i ntertwined in the same armchair
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Hermione Granger",Sad,0.8,"Hermione laughed unkindly at Ron's disastrous first attempt"""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.6,Harry  deciding that her need was greater than Ron's just now  scooped up her remaining possessions and followed her.
Chapter 15 - The Unbreakable Vow.txt,"Luna, Hermione Granger",Friendship,0.8,"Oh  hello  Harry "" said Luna. ""Did you know one of your eyebrows is bright yellow?"
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Gratitude,0.8,"Oh  yes "" said Hermione in a choked voice  taking her things and turning away quickly to hide the fact she was wiping her eyes with her pencil case. ""Thank you  Harry. Well  I'd better get going..."
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Friendship,0.5,So have you had a good term?
Chapter 15 - The Unbreakable Vow.txt,"Luna, Harry Potter",Surprise,1.0,How would you like to come to Slughorn's party with me tonight?
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Happy,0.8,Yeah  I thought you might like to come with me to Slughorn's party.
Chapter 15 - The Unbreakable Vow.txt,"Luna, Harry Potter",Happy,0.9,Oh no  I'd love to go with you as friends!
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Fear,0.3,No  that was a mistake. I'll get Hermione to put it right for me.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Surprise,0.5,So I'll meet you in the entrance hall at eight o'clock then.
Chapter 15 - The Unbreakable Vow.txt,"Peeves, Harry Potter, Luna",Surprise,0.9,AHA!
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Lavender Brown",Friendship,0.7,"Squeezing herself in between Harry and Ron  Lavender flung her arms around Ron's neck."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Ron Weasley",Disgust,0.5,"What did you have to imitate her for?"""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,0.7,"You could say sorry."""
Chapter 15 - The Unbreakable Vow.txt,"Ginny, Harry Potter",Friendship,0.8,"I'm really glad you're taking her Harry  she's so excited."""
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Hermione Granger",Guilt,0.6,Ron looking at her furtively.
Chapter 15 - The Unbreakable Vow.txt,"Parvati, Harry Potter",Friendship,0.7,"Hi  Harry "" said Parvati who  like Harry  looked faintly embarrassed and bored by the behavior of their two friends"
Chapter 15 - The Unbreakable Vow.txt,"Ron Weasley, Hermione Granger",Gratitude,0.8,"Hi  Parvati!"" said Hermione  ignoring Ron and Lavender completely"
Chapter 15 - The Unbreakable Vow.txt,"Parvati, Hermione Granger",Friendship,0.8,Parvati? Cormac McLaggen  you mean?
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Parvati",Happy,0.9,That's right. The one who *almost* became Gryffindor Keeper.
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Parvati",Friendship,0.6,Are you going out with him  then?
Chapter 15 - The Unbreakable Vow.txt,"Parvati, Hermione Granger",Surprise,0.8,No! Wow  you like your Quidditch players  don't you? First Krum  then McLaggen...
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Parvati",Happy,0.7,I like *really good* Quidditch players.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Surprise,0.4,"Did you hear  there's supposed to be a vampire coming?"""
Chapter 15 - The Unbreakable Vow.txt,"Luna, Harry Potter",Surprise,0.8,Rufus Scrimgeour? You mean the Minister of Magic?
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna, Horace Slughorn, Worple",Sad,0.5,Harry  who thought it most unlikely that Rufus Scrimgeour was a vampire  but who was used to Luna repeating her father's bizarre views as though they were fact  did not reply;
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Horace Slughorn",Friendship,0.8,Slughorn  who was gripping Harry's arm so tightly he might have been hoping to Disapparate with him  Slughorn led him purposefully into the party; Harry seized Luna's hand and dragged her along with him.
Chapter 15 - The Unbreakable Vow.txt,"Worple, Harry Potter",Gratitude,1.0,Worple  who was a small  stout  bespectacled man  grabbed Harry's hand and shook it enthusiastically;
Chapter 15 - The Unbreakable Vow.txt,"Worple, Harry Potter",Gratitude,0.9,Worple  who was a small  stout  bespectacled man  grabbed Harry's hand and shook it enthusiastically;
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Friendship,1.0,"What's happened to you?"" asked Harry  for Hermione looked distinctly disheveled  rather as though she had just fought her way out of a thicket of Devil's Snare"
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Gratitude,1.0,Harry! There you are  thank goodness! Hi  Luna!
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Disgust,0.7,"Serves you right for coming with him "" he told her severely."
Chapter 15 - The Unbreakable Vow.txt,"Hermione Granger, Harry Potter",Friendship,0.8,"I thought he'd annoy Ron most "" said Hermione dispassionately. ""I debated for a while about Zacharias Smith  but I thought  on the whole..."
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Sad,0.8,Do you really think I'd stoop that low?
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Friendly,0.2,Hello
Chapter 15 - The Unbreakable Vow.txt,"Luna, Professor Trelawney",Polite,0.3,Good evening  my dear
Chapter 15 - The Unbreakable Vow.txt,"Professor Trelawney, Firenze",Anger,1.0,You would have thought  would you not  that now I am returned to the school Professor Dumbledore might have got rid of the horse? But no ... we share classes. . . . It's an insult  frankly  an insult. Do you know. . .
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Hermione Granger",Anger,0.9,Hermione said angrily 'Is that all boys care about? Cormac hasn't asked me one single question about myself'.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Surprise,0.3,Harry turned quickly to join in Luna's conversation  forgetting for a split second to whom she was talking.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Professor Trelawney",Surprise,0.7,Harry Potter!' said Professor Trelawney in deep  vibrant tones  noticing him for the first time.
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Sybill Trelawney, Horace Slughorn, Severus Snape",Friendship,0.9,"My dear boy!"" she said in a very carrying whisper"
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Horace Slughorn, Severus Snape",Friendship,0.7,Ah  Sybill  we all think our subject's most important!
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Severus Snape",Surprise,0.5,Stop skulking and come and join us  Severus!
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Severus Snape",Gratitude,0.6,I was just talking about Harry's exceptional potion-making! Some credit must go to you  of course  you taught him for five years!
Chapter 15 - The Unbreakable Vow.txt,"Severus Snape, Harry Potter",Disgust,0.8,"Really?"" said Snape quietly  his eyes still boring into Harry  who felt a certain disquiet"
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Harry Potter",Friendship,0.8,Remind me what other subjects you're taking  Harry?
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Draco Malfoy",Surprise,0.8,"All right  I wasn't invited!"" he said angrily."
Chapter 15 - The Unbreakable Vow.txt,"Horace Slughorn, Draco Malfoy",Gratitude,1.0,"Did you issue him with an invitation?"""
Chapter 15 - The Unbreakable Vow.txt,"Filch, Draco Malfoy",Fear,0.9,"I discovered this boy lurking in an upstairs corridor."""
Chapter 15 - The Unbreakable Vow.txt,"Harry Potter, Luna",Surprise,0.8,"I don't think you should be an Auror  Harry "" said Luna unexpectedly."
